book_title,book_author,Category 
Anatomy of a Lawsuit,P. Simon,['Appellate procedure']
Elements of Zen,David Scott,['Zen Buddhism']
Mexican Cooking: Exotic and Authentic Recipes from Central America (The Global Gourmet Series),Roger Hicks,"['Cookery, Mexican']"
Red Odyssey: A Journey Through the Soviet Republics,Marat Akchurin,"['Asia, Central']"
"\Girls' Night Out\""/\""Boys' Night In\""""",Chris Manby,"['Short stories, English']"
"\The Snows of Kilimanjaro\"", and Other Stories""",Ernest Hemingway,"['Short stories, English']"
The Complete Works of Saki,Saki,"['Short stories, English']"
Distant Voices,Barbara Erskine,"['Short stories, English']"
"Bloomsbury Birthday Quid: \Change of Use\"" (Bloomsbury Birthday Quids)""",Candida McWilliam,"['Short stories, English']"
Hard Shoulder,Jackie Gay,"['Short stories, English']"
Short Stories of Our Time (Modern English S.),Douglas R. Barnes,"['Short stories, English']"
Annapurna: A Woman's Place,Arlene Blum,['Annapurna']
A Year With the Ladies of Llangollen,Elizabeth Mavor,['Clwyd (Wales)']
Ignacio's Chair,Gloria Evangelista,['Chairs']
Songs of the Gorilla Nation : My Journey Through Autism,DAWN PHD PRINCE-HUGHES,['Autism']
Nobody Nowhere: The Extraordinary Autobiography of an Autistic,Donna Williams,['Autism']
SWORD POINT,H. W. Coyle,['Iran']
The Scent of Rosewater: A New Zealand Bride in Iran,Anna Woodward Swinburn,['Iran']
Essential Computers: Digital Photography,Alex May,['Digital cameras']
The Murderer Next Door,Rafael Yglesias,['Custody of children']
IN A CHILDS NAME : IN A CHILDS NAME,Peter Maas,['Custody of children']
Kramer Versus Kramer: A Novel,Avery Corman,['Custody of children']
Un Saco de Huesos,Stephen King,['Custody of children']
Red Hair,Charlotte St. John,['Custody of children']
Single fathers,Geoffrey L Greif,['Custody of children']
Healing With Whole Foods: Oriental Traditions and Modern Nutrition,Paul Pitchford,['Diet therapy']
EARL MINDELL'S FOOD AS MEDICINE : WHAT YOU CAN EAT TO HELP PREVENT EVERYTHING FROM COLDS TO HEART DISEASE TO CANCE,Earl Mindell,['Diet therapy']
Arisal of the Clear: A Simple Guide to Healthy Eating According to Traditional Chinese Medicine,Bob Flaws,['Diet therapy']
The Complete Book of Food Combining,Kathryn Marsden,['Diet therapy']
The Night Is a Time for Listening,Elliot West,"['Espionage, Russian']"
The Falcon and the Snowman,Robert Lindsey,"['Espionage, Russian']"
Designing With JavaScript : Creating Dynamic Web Pages (Web Review Studio Series),Nick Heinle,['Internet programming']
XML Applications,Frank Boumphrey,['Internet programming']
Beginning Java 2 SDK 1.4 Edition,Ivor Horton,['Internet programming']
Reflexology: Foot Massage for Total Health (Health Essentials),Inge Dougans,['Reflexology']
A Short History of Lyme Regis,John Fowles,['Lyme Regis (Dorset)']
Kingdom of Shadows,Barbara Erskine,['Childlessness']
Pronatalism: the myth of mom & apple pie,Ellen Peck,['Childlessness']
Before I wake,John A Scott,['Childlessness']
The borrowed girl,Gabrielle Carey,['Childlessness']
High Heels 'n' Oil Rigs,Beverly Jones,['Oil well drilling']
Don't Be Sad: Fight the Winter Blues-Your Guide to Conquering Seasonal Affective Disorder,Celeste A. Peters,['Phototherapy']
Shantaram,Gregory David Roberts,['Escapes']
The Last of the Cockleshell Heroes: A World War Two Memoir,William Sparks,['Escapes']
Unscathed: Escape from Sierra Leone,Ashby Philip,['Escapes']
Bunnicula Escapes!: A Pop-Up Adventure,James Howe,['Escapes']
The Escape Factory: The Story of Mis-X,Lloyd R. Shoemaker,['Escapes']
Escape!,Ben Bova,['Escapes']
Mathematics Made Simple (Made Simple),Abraham Sperling,['Mathematics.']
The Developing Human: Clinically Oriented Embryology,Keith L. Moore,"['Abnormalities, Human']"
What Dads Can't Do,Douglas Wood,['Fathers']
Blues for Silk Garcia,Erika Tamar,['Fathers']
Dad's Back (Dad and Me),Jan Ormerod,['Fathers']
Point Man : How A Man Can Lead His Family,Steve Farrar,['Fathers']
Hop on Pop (Bright and Early Board Books),DR SEUSS,['Fathers']
Throw a Hungry Loop,Dona Schenker,['Fathers']
To Dad: A Gift Book Written by Children for Fathers Everywhere,Richard Exley,['Fathers']
The Usborne First Book of the Recorder,Phillip Hawthorn,['Recorder (Musical instrument)']
Innovation and Entrepreneurship: Practice and Principles,Peter Ferdinand Drucker,['Entrepreneur']
Just a Daydream (Golden Look-Look Books),MERCER MAYER,['Aggressiveness in children']
Great Airport Mystery (Hardy Boys Mystery Stories),Franklin W. Dixon,['Hardy Boys (Fictitious characters)']
NIGHT WEREWLF HB59 (Hardy Boys (Paperback)),Franklin W. Dixon,['Hardy Boys (Fictitious characters)']
"BLOOD MONEY HARDY BOYS CASEFILES #32 (Hardy Boys Casefiles, No 32)",Franklin Dixon,['Hardy Boys (Fictitious characters)']
"Karen's Puppet Show (Baby-Sitters Little Sister, 88)",Ann M. Martin,['Day camps']
Mutiny on Board Hms Bounty (Great Illustrated Classics),William Bligh,['Admirals']
Cochrane (Cassell Military Paperbacks S.),Donald Thomas,['Admirals']
"The Last Stubborn Buffalo in Nevada (A Nathan T. Riggins Western Adventure Series, Book 4)",Stephen A. Bly,['Bison']
Unix for Programmers and Users: A Complete Guide,Graham Glass,['Operating systems (Computers)']
Teach Yourself Unix in 24 Hours,Dave Taylor,['Operating systems (Computers)']
A Guide to Operating Systems: Troubleshooting and Problem Solving,Tom Badgett,['Operating systems (Computers)']
Sunsoft Solaris 2.* for Managers and Administrators (Solaris Made Easy Series),Kent Parkinson,['Operating systems (Computers)']
The Story of My Life,Helen Keller,['Deafblind people']
The Helen Keller Story,Catherine O. Peare,['Deafblind people']
722 Miles: The Building of the Subways and How They Transformed New York,Clifton Hood,['Subways']
America's Sunset Coast (Special Publications Series 13),Merrill Windsor,['Northwest Coast of North America']
From Socrates to Sartre the Philosophic,T Z Lavine,['Philosophers']
"Selected Letters of Bertrand Russell: The Private Years, 1884-1914 (Selected Letters of Bertrand Russell)",Nicholas Griffin,['Philosophers']
The Story of Philosophy,Bryan Magee,['Philosophers']
The Apostle : A Life of Paul,John Pollock,['Apostles']
The Training of the Twelve,Alexander B. Bruce,['Apostles']
Paul: a Novel,Walter Wangerin Jnr,['Apostles']
Jesus Blesses the Little Children,Arch Books,['Apostles']
"Revenge of the Russian Ghost (Choose Your Own Adventure Rack, No 99)",Jay Leibold,['Multiple-ending fiction']
Sabotage,Jay Liebold,['Multiple-ending fiction']
Nothing But the Truth,John T. Lescroart,['Grand jury']
The STRESS SOLUTION: AN ACTION PLAN TO MANAGE THE STRESS IN YOUR LIFE,Jim Miller,['Stress management.']
Beyond death's door,Maurice Rawlings,"['Death, Apparent']"
I Stand All Amazed,Elane Durham,"['Death, Apparent']"
Mama Tina,Christina Noble,['Child welfare']
"Taking Sides: Clashing Views on Controversial Issues in Childhood and Society, 3/e (Taking Sides)",Robert Louis Delcampo,['Child welfare']
The Courage of Children: My Life with the World's Poorest Kids,Peter Dalglish,['Child welfare']
The secret garden,Frances Hodgson Burnett,['Children with disabilities']
A Sensory Curriculum for Very Special People: A Practical Approach to Curriculum Planning (Human Horizons Series),Flo Longhorn,['Children with disabilities']
A Very Special Critter (Mercer Mayer's Little Critter),Gina Mayer,['Children with disabilities']
Sleepovers,Jacqueline Wilson,['Children with disabilities']
Bo and Peter,Betsy Franco,['Children with disabilities']
New Girl in Town (Cedar River Daydreams),Judy Baer,['Children with disabilities']
Shadows on the Sceptered Isle,Joanne Stang,['Archaeological expeditions']
Numa Files 1: Serpent (Numa Files),Clive Cussler,['Archaeological expeditions']
Moment In Time,Yvonne Whittal,['Archaeological expeditions']
Discovering American Folk Art,Cynthia V.A. Schaffner,['Art populaire - États-Unis']
The Stencilling Workbook: Complete Step-By-Step Directions and Patterns for over 50 Projects,Judy Tuttle,['Stencil work.']
If Teacups Could Talk: Sharing a Cup of Kindness With Treasured Friends (Teatime Pleasures),Emilie Barnes,['Afternoon teas']
Myths and Legends,Arthur Cotterell,['Legends']
Maori Myth and Legend,A.W. Reed,['Legends']
The Seven Treasures: The Quest of the Sons of Tuireann,Michael Scott,['Legends']
The Tomb of God,Richard Andrews,['Holy Sepulcher']
Yoga for Busy People: Increase Energy and Reduce Stress in Minutes a Day,Dawn Groves,['Yoga']
The MOORCHILD,Eloise McGraw,['Changelings']
"The Rebellion (Dark Moon Legacy, Vol 3)",Cynthia Blair,['Supernatural']
Kent Stories of the Supernatrual,Johnnie Johnson,['Supernatural']
Turn of the Screw (Critical E.),Henry James,['Supernatural']
The Seduction (Dark Moon Legacy No. 2),Cynthia Blair,['Supernatural']
The documents in the case,Dorothy L. Sayers,['Collaborative novels']
On Learning to Read: The Child's Fascination With Meaning,Bruno Bettelheim,['Reading.']
The Ticker Symbol Book 1997 (Annual),Standard & Poor'S,['Stock exchanges']
The Stock Market (Wiley Professional Banking & Finance Series),Richard J. Teweles,['Stock exchanges']
Sales Magic: Revolutionary New Techniques That Will Double Your Sales Volume in 21 Days,Kerry L. Johnson,['Selling']
The Prentice Hall Miracle Sales Guide (Business Classics (Paperback Prentice Hall)),Bureau of Business Practice,['Selling']
Integrity Selling: How to Succeed in Selling in the Competitive Years Ahead,Ron Willingham,['Selling']
No Bull Selling,Hank Trisler,['Selling']
Strategic Communication: The Art of Making Your Ideas Their Ideas,Burton Kaplan,['Business communication.']
The Complete Customer Service Model Letter and Memo Book,Michael Ramundo,['Business communication.']
"Working Woman's Communications Survival Guide: How to Present Your Ideas With Impact, Clarity and Power and Get the Recognition You Deserve",Ruth Herrman Siress,['Business communication.']
Devils (The World's Classics),Fyodor Dostoevsky,['Nihilism']
"The Legend of Sleepy Hollow: And, Rip Van Winkle",Washington Irving,['Catskill Mountains Region (N.Y.)']
The Legend of Sleepy Hollow and Other Tales (The World's Best Reading),Washington Irving,['Catskill Mountains Region (N.Y.)']
Dunster,John Mortimer,['Accountants']
Loser Takes All,Graham Greene,['Accountants']
Do What You Are,Paul D. Tieger,['Myers-Briggs Type Indicator']
Cyoa Journey Under the Sea,R.a Montgomery,['Decision-making']
THINKING IN TIME (THE USES OF HISTORY FOR DECISION MAKERS),Richard E Neustadt,['Decision-making']
Leadership in Organizations (4th Edition),Gary A. Yukl,['Decision-making']
Victory of the Spirit (Ironfist Chinmi - Kung Fu Boy),Takeshi Maekawa,['Chinmi (Fictitious character)']
Attack of the Black Flame (Ironfist Chinmi - Kung Fu Boy),Takeshi Maekawa,['Chinmi (Fictitious character)']
Isaac Asimov Presents the Golden Years of Science Fiction (5th Series),Isaac Asimov,"['Science fiction, American.']"
Worlds Imagined: 14 Short Science Fiction Novels,Robert Silverberg,"['Science fiction, American.']"
Frank Herbert Four Complete Novels,Frank Herbert,"['Science fiction, American.']"
Isaac Asimov Presents the Golden Years of Science Fiction (Fourth Series),Isaac Asimov,"['Science fiction, American.']"
High Tension,Dean Ing,"['Science fiction, American.']"
Wishgiver,Bill Brittain,['Advertising executives']
"Passionate Revenge (Harlequin Presents, No 1046)",Sally Wentworth,['Advertising executives']
Women in Love (Twentieth Century Classics S.),D.H. Lawrence,['Coal miners']
Hardcastle,John Yount,['Coal miners']
Women in Love (Modern Library Classics),D. H. Lawrence,['Coal miners']
Physical Geography: A Landscape Appreciation (Virtual Fieldtrip Edition),Tom McKnight,['Géographie physique']
Jane Eyre (Oxford World's Classics),Charlotte Bronte,['Charity-schools']
Jane Eyre (Modern Library (Hardcover)),CHARLOTTE BRONTE,['Charity-schools']
The Monkey's Wrench (King Penguin),Primo Levi,['Chemists']
"Explosive Meeting (Harlequin Presents, No 898)",Charlotte Lamb,['Chemists']
Shop Till You Drop: A Dead-End Job Mystery,Elaine Viets,['Clerks (Retail trade)']
Business and Its Beliefs the Ideas That He,Thomas J Watson,['Computer Industry - United States']
Second Coming: The Strange Odyssey of Michael Jordan - From Courtside to Home Plate and Back Again,Sam Smith,['African American basketball players']
Shaquille O'Neal and Larry Johnson,Brenn,['African American basketball players']
The Woman in White (The Penguin English Library),Wilkie Collins,['Apparitions']
Genie on the Loose,Robert Leeson,['Apparitions']
Peter Underwood's Guide to Ghosts and Haunted Places,Peter Underwood,['Apparitions']
Michael Field's Cooking School: A Selection of Great Recipes Demonstrating the Pleasures and Principles of Fine Cooking,Michael Field,['International cooking.']
"For the record, Canada's greatest women athletes",David McDonald,['Women athletes']
Face the north wind,A. L Karras,['Saskatchewan']
Heart At Work,Jack Canfield,['Employee morale']
"Cancel the Meetings, Keep the Doughnuts: And Other New Morsels of Business Wisdom",Richard A. Moran,['Employee morale']
The Italian Renaissance (American Heritage Library),J.H. Plumb,"['Art, Italian']"
House guest,Hugh Mackay,['Marketing surveys']
One-Shot Deal,Gerald Petievich,['Counterfeits and counterfeiting']
The Spiderweb,Joseph E. Persico,['Counterfeits and counterfeiting']
"T.F. Benson and the Funny Money Mystery (T.F. Benson, No. 1)",David A. Adler,['Counterfeits and counterfeiting']
Ancient Goddesses: The Myths and the Evidence,Lucy Goodison,"['Civilization, Ancient']"
The space-gods revealed: A close look at the theories of Erich von DÃ¤niken,Ronald Story,"['Civilization, Ancient']"
"Gods from Outer Space: Return to the Stars, or Evidence for the Impossible",Erich Von Daniken,"['Civilization, Ancient']"
The Sirius Mystery,Robert K.G. Temple,"['Civilization, Ancient']"
"Classics of Western Thought : The Modern World, Volume III (Classics of Western Thought)",Edgar F. Knoebel,"['Civilization, Ancient']"
Great Civilizations,Richard Leakey,"['Civilization, Ancient']"
A Photographic Guide to Mammals of Australia (Photographic Guides),Ron Strahan,['Mammals']
A Field Guide to the Mammals: North America North of Mexico (Peterson Field Guides (Paperback)),William Henry Burt,['Mammals']
Mighty Mammals of the Past (Creatures of the Past),John Stidworthy,['Mammals']
The Magic School Bus and the Electric Field Trip (Magic School Bus),Joanna Cole,['Mammals']
Mountain Wildlife (Grade 2 and Up),Mary Dunmire,['Mammals']
The Handbook of New Zealand Mammals,Carolyn M. King,['Mammals']
Granta 24: Inside Intelligence,Bill Buford,['English essays']
Sacred Cows...and Other Edibles,Nikki Giovanni,['English essays']
What the Buddha Never Taught,Tim Ward,['Monastic and religious life (Buddhism)']
Music of Silence: A Sacred Journey Through the Hours of the Day,David Steindl-Rast,['Divine office']
